Fecha ;PM10;CO;OZONO;NO;NO2;NOX;Vel Viento;Dir Viento;Temperatura;HR;Precipitacion;Presion Baro;PM2.5
12/01/2024 12:00;34,7;0,8;26,5;8,9;14,3;23,1;1;135;22,6;41;0;564;25
12/01/2024 13:00;35,5;0,5;26;7,2;5,9;13,1;0,9;55;23,3;37;0;564;21
12/01/2024 14:00;32,5;0,7;34,9;7,1;13;20,1;1,5;306;22,9;42;0;563;14
12/01/2024 15:00;49,7;0,7;33,4;9,6;22,2;31,8;0,4;77;21;51;0;563;28
12/01/2024 16:00;49,8;0,8;30;11,4;27,8;39,1;0,2;351;19,7;55;0;563;25
12/01/2024 17:00;54;0,9;26,6;12,6;29,9;42,5;1,3;276;18,7;57;0;563;23
12/01/2024 18:00;57,9;1;23,4;11;24,9;35,9;0,6;295;18,5;59;0;563;26
12/01/2024 19:00;57,8;1,1;11,8;18,6;33,8;52,5;1,5;357;16,7;66;0;564;22
12/01/2024 20:00;62,3;1;12,5;11,2;32,6;43,8;0,4;163;15,9;68;0;564;21
12/01/2024 21:00;47,6;1,1;7,1;14,4;39,1;53,6;2;18;16;66;0;564;20
12/01/2024 22:00;53,8;1;7,2;10,4;41,2;51,7;1,8;145;15,9;70;0,2;565;30
12/01/2024 23:00;57,4;0,9;5,6;11,2;38,7;49,9;1,8;269;14,8;78;0,3;565;31
45304;62,9;0,6;11,9;5,7;25,6;31,3;1,6;296;14,3;79;4,1;565;35
13/01/2024 1:00;48,7;0,5;9;5,9;24,1;30;1,7;312;13,6;83;0,1;565;18
13/01/2024 2:00;40,9;0,4;5,4;5,8;22;27,9;0,2;249;13,6;83;0;564;27
13/01/2024 3:00;34,2;0,3;4,5;4,8;18,1;22,9;0,9;168;13,2;81;0;564;20
13/01/2024 4:00;37,7;0,3;3,4;6;20,7;26,7;1;171;13,4;80;0;564;20
13/01/2024 5:00;32;0,4;2,2;12,3;26,5;38,9;1,7;194;13,4;79;0;564;19
13/01/2024 6:00;33,4;0,5;0,5;26,5;26,3;52,8;1,5;286;13,2;78;0;564;22
13/01/2024 7:00;38,9;0,7;1,4;28,6;25,7;54,4;1,4;24;13,1;77;0;565;31
13/01/2024 8:00;41,5;0,6;6,8;22,3;20,7;43;1;85;14,2;73;0;565;29
13/01/2024 9:00;43,1;0,4;18,9;11,7;15,8;27,5;1;214;18,7;56;0;565;32
13/01/2024 10:00;35,1;0,4;28,4;11,7;15,4;27,1;1,2;195;21,6;44;0;565;27
13/01/2024 11:00;26,3;0,4;37,1;9,2;15,6;24,8;0,4;253;22,7;40;0;565;21
13/01/2024 12:00;20;0,4;39,1;7,3;15,2;22,6;1,9;25;21,5;43;0;564;20
13/01/2024 13:00;27,7;0,7;35,8;10,9;25,4;36,3;1,1;334;19,1;58;0;564;26
13/01/2024 14:00;41;0,5;49,9;7;18,4;25,4;1,5;300;19,7;56;0;564;41
13/01/2024 15:00;41,1;0,5;46,3;7;20,8;27,8;0,2;31;18,4;61;0;563;40
13/01/2024 16:00;45,5;0,5;40,4;7,4;20,7;28,1;1,6;121;18,6;61;0;563;39
13/01/2024 17:00;57,5;0,5;36,6;6,8;22,6;29,4;0,4;278;18,5;60;0;563;36
13/01/2024 18:00;48;0,6;29,7;6,1;23,3;29,4;1,4;295;18,2;60;0;563;28
13/01/2024 19:00;42,8;0,6;25,5;6,6;26,1;32,7;0,2;262;16,6;65;0;564;27
13/01/2024 20:00;41;0,7;9,8;11,2;34,6;45,9;0,8;6;15,9;69;0;564;30
13/01/2024 21:00;42,9;0,7;6,4;11,4;30,9;42,3;1,6;48;14,7;74;0;565;33
13/01/2024 22:00;47,4;0,9;3,2;19,2;33,6;52,8;1,7;44;14,7;75;0;565;28
13/01/2024 23:00;46,9;0,7;1,8;18;32,6;50,6;1,9;51;14,1;78;0;565;26
45305;50,8;0,7;0,4;39,7;38;77,7;1,8;58;14,1;78;0;565;27
14/01/2024 1:00;41,2;0,4;4,6;12;27,2;39,3;1,1;104;13,9;78;0;565;27
14/01/2024 2:00;42,1;0,3;10,2;5,3;16,1;21,4;1,1;305;13,3;81;0;565;18
14/01/2024 3:00;38,8;0,3;8,7;3,8;15,3;19,1;1,1;60;12,7;82;0;564;16
14/01/2024 4:00;31,1;0,3;7,5;4,4;15,9;20,4;0,9;99;12,2;83;0;564;16
14/01/2024 5:00;29;0,3;7,5;4;15,5;19,5;0,7;125;12,3;83;0;564;26
14/01/2024 6:00;28,3;0,6;3,5;20;20,7;40,7;0,9;180;11,8;83;0;565;26
14/01/2024 7:00;39,3;1;0,6;48;27,3;75,4;0,9;244;11,8;76;0;565;36
14/01/2024 8:00;37;0,6;7,1;22,3;19,9;42,2;0,7;30;13,9;74;0;565;37
14/01/2024 9:00;48,5;0,4;19,9;12;14;26;0,5;335;18,1;58;0;566;31
14/01/2024 10:00;43,7;0,2;30,1;6,1;7,8;13,9;1,3;123;20,3;47;0;566;29
14/01/2024 11:00;31,3;0,2;32,7;5,7;9,1;14,8;1,3;231;20,9;42;0;565;16
14/01/2024 12:00;22,6;0,2;33,7;5,2;5,6;10,7;0,7;320;22;37;0;565;21
14/01/2024 13:00;17,3;0,1;31,9;5;4,3;9,3;0,6;349;23,1;34;0;564;12
14/01/2024 14:00;13,7;0,1;33,9;4,7;4,4;9,1;1,6;351;24,7;30;0;564;13
14/01/2024 15:00;11;0,3;36,8;5,9;10,9;16,8;0,5;179;23,3;38;0;563;9
14/01/2024 16:00;0;0,3;37,4;6,8;12,3;19,1;1,7;141;22,8;46;0;563;25
14/01/2024 17:00;0;0,3;32,2;6;10;16;2,8;188;20,6;53;0;563;22
14/01/2024 18:00;18;0,4;24,4;6,9;15,1;22;1,5;342;18,9;56;0;563;18
14/01/2024 19:00;19,7;0,4;20;5,8;14,4;20,2;0,6;312;16,5;61;0;564;18
14/01/2024 20:00;22,3;0,6;10,5;8,4;24,2;32,6;2,1;214;16;62;0;564;15
14/01/2024 21:00;18,7;0,7;5,8;8,4;30;38,4;1,7;133;15,8;65;0;564;15
14/01/2024 22:00;28,1;0,6;5,8;9;30;38,9;1,7;95;15,7;61;0;565;20
14/01/2024 23:00;28,1;0,3;16,7;4,1;12,8;16,9;2;64;14,9;59;0;565;19
45306;27,3;0,2;16,5;4,3;11,5;15,8;1,2;50;14,3;62;0;565;15
15/01/2024 1:00;19,7;0,2;16;4,2;12,6;16,8;1,1;49;12,9;66;0;565;13
15/01/2024 2:00;15;0,1;23,5;3,4;5,5;8,9;1,2;49;12;63;0;564;15
15/01/2024 3:00;20,7;0,1;22,1;3,6;5,8;9,4;1;45;11,1;64;0;564;10
15/01/2024 4:00;18,3;0,1;19,2;3,9;9;12,9;1,6;24;10,4;67;0;564;9
15/01/2024 5:00;14;0,2;11,1;17,9;24;41,9;1,2;3;10;68;0;564;9
15/01/2024 6:00;19,6;0,6;3,3;54,8;39,1;94,2;1,4;351;9,8;63;0;565;19
15/01/2024 7:00;21,2;0,8;4;31,7;29,9;61,6;1,8;338;10,8;53;0;565;16
15/01/2024 8:00;19,6;0,5;15,5;14,8;13,7;28,5;0,9;80;13,1;50;0;565;13
15/01/2024 9:00;17,2;0,4;19,8;15,8;11,7;27,4;3,3;181;17,4;39;0;566;10
15/01/2024 10:00;28,6;0,2;23,5;11,1;9,2;20,3;1,5;252;20,1;32;0;565;8
15/01/2024 11:00;21,6;0,2;24,3;9,9;7,3;17,2;2,2;87;21,1;30;0;565;9
15/01/2024 12:00;20,5;0,2;23,4;9,2;4,8;14;5,6;38;22,1;27;0;565;8
15/01/2024 13:00;15;0,1;25,6;6,4;3,3;9,7;4;34;23,5;24;0;564;10
15/01/2024 14:00;11,9;0,1;25,8;5,1;2,9;8;3,7;31;24,7;23;0;563;6
15/01/2024 15:00;8,7;0,1;25,6;6,3;3,7;10;4,9;34;23,7;27;0;563;3
15/01/2024 16:00;7;0,1;25,9;6,4;3,9;10,3;1,2;172;23,5;28;0;563;7
15/01/2024 17:00;15,7;0,1;25,1;7,5;5,1;12,6;1,4;159;22;32;0;563;8
15/01/2024 18:00;15;0,2;21;10,1;11,1;21,3;1,4;109;19,5;39;0;563;4
15/01/2024 19:00;14,7;0,3;19,1;5,6;11,9;17,5;0,4;128;17,1;45;0;563;5
15/01/2024 20:00;10,2;0,6;9,5;16,7;21,9;38,6;0,3;301;15,7;52;0;564;9
15/01/2024 21:00;15,4;0,5;9,8;11,7;19,7;31,3;1,3;258;14,9;48;0;564;13
15/01/2024 22:00;14,8;0,3;18,7;6,3;8,8;15;0,9;37;14,3;52;0;565;9
15/01/2024 23:00;20,1;0,2;18;4,4;9,7;14,1;2;38;13,5;58;0;565;9
45307;14,5;0,2;18,8;4,2;8,2;12,4;0,2;179;12,7;61;0;565;12
16/01/2024 1:00;14,5;0,1;20,5;4;5,9;9,9;1,2;330;12,1;65;0;564;8
16/01/2024 2:00;19,1;0,1;20;3,6;5,9;9,6;2,2;348;11,7;65;0;564;10
16/01/2024 3:00;22,8;0,1;17,5;3,5;7,1;10,6;0,8;45;11,7;59;0;563;10
16/01/2024 4:00;17,2;0,1;20,5;3,9;4,7;8,7;0,7;111;11,7;53;0;563;6
16/01/2024 5:00;13,4;0,2;7,5;11,6;17,4;29;0,9;262;10,6;61;0;563;4
16/01/2024 6:00;10,6;0,5;0,8;50,8;28,8;79,4;0,7;204;9,5;72;0;564;9
16/01/2024 7:00;0;0,9;1,2;54,3;29,1;83,3;0,9;145;9,8;69;0;564;32
16/01/2024 8:00;35,4;1,2;4,8;73,6;29,5;103,1;1;339;11,7;58;0;565;23
16/01/2024 9:00;36,9;0,5;17,7;18,9;17,1;36;0,6;221;17,3;33;0;565;24
16/01/2024 10:00;36,3;0,1;25,2;7,8;5,7;13,5;1;104;20,9;24;0;565;13
16/01/2024 11:00;31,4;0,1;25,3;8,4;5,1;13,6;1;121;20,8;24;0;564;7
16/01/2024 12:00;26,6;0,1;26,3;7,5;3,8;11,3;0,9;109;22,4;25;0;564;5
16/01/2024 13:00;20,1;0,1;26,5;5,9;3,4;9,4;0,7;353;23,3;26;0;563;3
16/01/2024 14:00;14,9;0,1;26,6;6,1;3,6;9,7;0,6;147;24;27;0;563;5
16/01/2024 15:00;11,5;0,1;26,1;6,1;3,7;9,8;1,1;113;22,7;29;0;563;8
16/01/2024 16:00;9,2;0,2;24,9;8,2;5,9;14,1;1,3;346;21,7;30;0;563;8
16/01/2024 17:00;13,6;0,2;23,9;9,9;7,6;17,4;1,9;1;20,9;32;0;563;5
16/01/2024 18:00;21,1;0,2;21,5;10,4;10,5;21;0,9;351;18,5;41;0;563;3
16/01/2024 19:00;14,6;0,4;15;8,7;16,2;24,9;0,7;274;16,4;51;0;564;10
16/01/2024 20:00;15,2;0,5;13,6;12,1;17,3;29,4;0;184;15,3;48;0;564;12
16/01/2024 21:00;20;0,3;18,3;8,7;12,6;21,3;3;337;14,6;45;0;565;10
16/01/2024 22:00;21,1;0,4;12,5;7,6;19;26,5;1,6;347;13,3;45;0;565;8
16/01/2024 23:00;15,7;0,5;7,6;7,5;24,9;32,4;1,6;307;12,5;47;0;565;6
45308;18,9;0,4;6,9;6,2;24,4;30,6;2;291;12,2;49;0;565;7
17/01/2024 1:00;14,1;0,3;7,8;6,5;21,9;28,3;1,1;66;11,3;50;0;565;11
17/01/2024 2:00;20,8;0,3;1;19,7;30,2;50;1,3;90;10,9;56;0;564;8
17/01/2024 3:00;18,7;0,2;4,2;7;25,2;32,3;1,6;89;11,1;56;0;564;12
17/01/2024 4:00;21,8;0,2;7,5;4,1;21,5;25,7;0,7;103;11,1;57;0;564;12
17/01/2024 5:00;19,9;0,3;1,5;16,2;28,4;44,6;1,2;79;10,4;59;0;564;12
17/01/2024 6:00;26,8;0,6;0,6;0;0;0;0,8;45;10,1;63;0;565;25
17/01/2024 7:00;37,8;1,3;1,1;83,8;32;115,8;0,8;3;10,2;62;0;565;23
17/01/2024 8:00;44,7;1,2;6,9;64,8;31,7;96,5;0,8;101;13,2;47;0;565;34
17/01/2024 9:00;44,1;0,6;17,8;21,4;21,5;42,9;1,3;100;18,2;36;0;566;15
17/01/2024 10:00;38,8;0,3;22,7;10,5;6,9;17,3;0,2;76;20,7;36;0;565;10
17/01/2024 11:00;33,5;0,2;23,9;7,9;5;12,9;1,9;280;21,9;34;0;565;7
17/01/2024 12:00;27,9;0,2;24,2;7,1;3,8;10,9;1;240;22,8;31;0;565;6
17/01/2024 13:00;25,5;0,2;23,8;7;3,5;10,5;0,7;335;23,5;30;0;564;5
17/01/2024 14:00;18,9;0,1;22,5;6,8;3,7;10,5;1,7;74;23,7;30;0;563;6
17/01/2024 15:00;26,9;0,2;21,9;5,5;4,3;9,8;1,4;196;21,5;37;0;563;3
17/01/2024 16:00;18,6;0,2;19,9;8,2;5,1;13,2;0,9;208;22,3;35;0;563;3
17/01/2024 17:00;24,6;0,2;18,6;12,1;8,2;20,1;0,6;170;21,9;34;0;563;6
17/01/2024 18:00;23,4;0,4;15,7;11,1;11,7;22,9;0,6;37;19,6;40;0;564;11
17/01/2024 19:00;23,2;0,5;14,2;10,2;13,3;23,5;0,3;212;17,2;48;0;564;7
17/01/2024 20:00;21,1;0,5;12,6;11,6;15;26,6;0,8;35;16;56;0;565;16
17/01/2024 21:00;15,4;0,4;10,5;7,1;17;24,1;1;188;15;59;0;565;13
17/01/2024 22:00;15,2;0,3;14,2;5,1;11,4;16,5;1,1;79;14,7;57;0;566;9
17/01/2024 23:00;19,8;0,3;15,9;6,4;9;15,4;0,5;320;14,3;61;0;566;9
45309;20,4;0,2;17,1;4,3;8;12,3;0,7;330;13,9;63;0;566;10
18/01/2024 1:00;21,6;0,1;20;4,2;4,2;8,4;0,6;352;13,8;61;0;565;8
18/01/2024 2:00;16,4;0,2;19,2;4,6;4,3;8,9;0,2;5;13,5;62;0;564;6
18/01/2024 3:00;13,1;0,2;17,6;3,7;4,5;8,2;1,1;256;12,8;64;0;564;9
18/01/2024 4:00;14,6;0,2;12,7;4,3;8,3;12,7;1,3;107;12,4;64;0;564;8
18/01/2024 5:00;13,7;0,2;11,6;5,3;9,7;15;1;10;12,3;64;0;564;7
18/01/2024 6:00;17,9;0,3;8,2;15,4;15;30,2;0,7;48;12,5;66;0;564;7
18/01/2024 7:00;13,4;0,8;2,5;36,7;23,5;60,1;0,3;1;12,7;67;0;565;9
18/01/2024 8:00;20,4;0,7;9,8;23,6;14,1;37,7;0,9;197;14,8;61;0;566;19
18/01/2024 9:00;23,6;0,4;15,7;14,3;7,7;22;0,9;341;17,8;50;0;566;10
18/01/2024 10:00;18;0,2;19,8;8;4,3;12,3;0,8;167;19,5;44;0;566;10
18/01/2024 11:00;14;0,2;20,7;7,7;5,2;13;2,7;238;21,7;38;0;565;7
18/01/2024 12:00;15;0,2;22,3;6,3;4;10,3;0,7;245;23,1;32;0;565;7
18/01/2024 13:00;11,3;0,1;23,2;5,4;2,9;8,3;0,9;74;23,8;30;0;564;6
18/01/2024 14:00;10;0,1;23,9;5;2,6;7,6;1,4;3;24,8;26;0;564;3
18/01/2024 15:00;18,5;0,1;24,7;5,1;2,8;7,9;1,6;38;24,4;25;0;563;2
18/01/2024 16:00;13,7;0,1;25,7;6,3;4,1;10,5;1,4;19;23,8;26;0;563;6
18/01/2024 17:00;21,2;0,2;25,4;7;5,7;12,7;1;252;21,5;30;0;563;3
18/01/2024 18:00;20,7;0,3;21,6;11,1;12,4;23,6;0,8;254;19,8;38;0;563;6
18/01/2024 19:00;22,1;0,6;13,2;14,1;18,1;32,2;0,8;10;16,8;45;0;564;10
18/01/2024 20:00;20,8;0,6;13,1;14,2;17,4;31,5;1,2;16;15,9;50;0;564;10
18/01/2024 21:00;25,4;0,4;12;7,1;18;25,1;1,2;270;14,8;50;0;565;14
18/01/2024 22:00;22,1;0,5;6,6;8,8;21,5;30,4;1,8;198;14,2;54;0;565;10
18/01/2024 23:00;17,8;0,6;2,6;14,5;25,8;40,3;1;230;12,8;57;0;565;9
45310;18,8;0,6;1,7;21,5;26,9;48,4;1,7;232;12,4;60;0;565;8
19/01/2024 1:00;19,9;0,2;10,5;5,8;16,1;21,9;0,9;357;12,3;62;0;565;10
19/01/2024 2:00;25,3;0,2;6,4;5,2;18,3;23,5;1,1;72;11,1;65;0;564;10
19/01/2024 3:00;25,8;0,2;3,7;5,9;20,9;26,8;0,3;10;10,1;69;0;564;10
19/01/2024 4:00;19,3;0,2;0,9;11,1;23;34,2;1,2;70;9,3;73;0;564;15
19/01/2024 5:00;21,1;0,3;0,5;24,4;23,5;47,9;1,2;64;9,5;72;0;564;14
19/01/2024 6:00;20,8;1;0,6;0;0;0;0,7;315;9,2;71;0;565;15
19/01/2024 7:00;68,4;1,5;0,7;0;0;0;1,7;307;9,9;68;0;565;48
19/01/2024 8:00;64,3;1,1;4;59,3;27,2;86,5;1,2;27;12,6;58;0;565;27
19/01/2024 9:00;59,8;0,7;12,5;29,3;22,7;52;1,4;143;17,4;45;0;566;16
19/01/2024 10:00;50,9;0,2;23,7;9,5;7,7;17,2;0,9;199;20,6;36;0;565;14
19/01/2024 11:00;41,6;0,2;24;7,3;5;12,4;1,5;74;21,7;32;0;565;6
19/01/2024 12:00;29,5;0,1;24,9;6,4;3,9;10,3;2,1;66;23,5;29;0;565;10
19/01/2024 13:00;21,4;0,2;21,8;10,1;6;16;0,2;32;22,7;33;0;564;7
19/01/2024 14:00;22,9;0,1;23,4;5,6;3,6;9,2;1,2;138;24,2;31;0;563;10
19/01/2024 15:00;23,4;0,1;22,5;5,5;4,1;9,6;0,8;225;22,3;35;0;563;8
19/01/2024 16:00;16,9;0,2;20,7;7;5,9;12,9;2;242;21,7;37;0;563;11
19/01/2024 17:00;17,9;0,2;19,4;6,8;8;14,8;2,4;293;20,3;41;0;563;9
19/01/2024 18:00;15,4;0,3;15,9;13;14,2;27,2;2,7;296;18,7;46;0;563;10
19/01/2024 19:00;28,4;0,6;10,4;9,1;19,8;28,9;0,7;352;17,1;52;0;564;19
19/01/2024 20:00;20,2;0,3;15;13,5;14,5;27,9;0,9;208;15,9;56;0;564;14
19/01/2024 21:00;39,6;0,3;15;10,5;15,8;26,3;0,7;75;15;54;0;565;17
19/01/2024 22:00;36,5;0,3;15,3;4,4;12,3;16,8;0,5;283;14,2;56;0;565;8
19/01/2024 23:00;30;0,4;11,8;9,5;17,4;26,9;0,7;343;13,3;55;0;565;10
45311;30,6;0,4;8,7;7,1;19,5;26,7;0,9;187;13,5;54;0;565;15
20/01/2024 1:00;22,9;0,3;7,5;5,8;19,7;25,5;0,5;26;13,6;56;0;565;12
20/01/2024 2:00;20,4;0,2;14;4,3;12,2;16,4;1,1;188;13,2;57;0;564;7
20/01/2024 3:00;19,2;0,2;17;4,9;7,7;12,6;1,5;306;12,3;63;0;564;6
20/01/2024 4:00;18,1;0,2;14,2;4,3;10;14,3;1,7;107;12;65;0;564;8
20/01/2024 5:00;21,9;0,2;13,9;5,6;9,6;15,1;0,7;20;12,3;65;0;564;7
20/01/2024 6:00;22,9;0,2;10,6;7,5;14,1;21,7;0,6;325;12,7;65;0;564;9
20/01/2024 7:00;17;0,5;3,8;15,4;21,8;37,2;1,1;325;13;64;0;564;14
20/01/2024 8:00;22,8;0,4;12;15,5;15,8;31,3;0,7;209;14,2;63;0;565;14
20/01/2024 9:00;16,7;0,4;17,5;11,7;9,3;21;1;112;14,6;64;0;566;13
20/01/2024 10:00;24,5;0,4;18,1;11,4;8,6;20,1;0,9;96;16,5;59;0;566;12
20/01/2024 11:00;24,6;0,3;17,8;8,7;6,9;15,6;1,8;233;18,3;53;0;565;12
20/01/2024 12:00;18,1;0,3;18,3;10,1;6;16,1;1,4;127;20,1;48;0;565;9
20/01/2024 13:00;14,5;0,2;18,6;8,1;5,6;13,7;0,7;15;20,1;46;0;564;9
20/01/2024 14:00;17;0,2;18,7;6,8;3,9;10,7;1,1;125;20,4;44;0;564;8
20/01/2024 15:00;18;0,1;19,3;5,2;3;8,2;0,2;93;20,9;43;0;563;7
20/01/2024 16:00;13,4;0,2;18,6;5,9;3,8;9,8;0,9;132;20,2;46;0;563;8
20/01/2024 17:00;14;0,2;17;8,2;5,8;13,9;0,6;122;18,6;51;0;563;6
20/01/2024 18:00;11,4;0,4;14,8;9,1;8,5;17,6;0,4;330;17,3;56;0;564;8
20/01/2024 19:00;12,7;0,3;13;7,3;9,5;16,8;0,7;138;16;61;0;564;9
20/01/2024 20:00;9,7;0,5;10,7;11,2;12,8;23,9;0,2;246;15,5;63;0;564;7
20/01/2024 21:00;16,6;0,3;12,2;7,7;10,3;18;0,3;172;15,5;62;0;565;11
20/01/2024 22:00;13,7;0,4;12,9;7,9;8,7;16,6;0,7;359;15,3;62;0;565;10
20/01/2024 23:00;19,6;0,3;15,2;6,1;6,6;12,7;0,8;218;15,5;61;0;565;7
45312;14,1;0,2;16,7;4,9;5,4;10,3;0,7;302;15,4;62;0;565;10
21/01/2024 1:00;12,1;0,3;17,2;4,6;4,5;9,1;0,7;83;15;65;0;565;6
21/01/2024 2:00;8,8;0,3;17,4;3,9;3,8;7,7;0,3;331;14,9;64;0;564;5
21/01/2024 3:00;10;0,3;17,9;3,5;3,6;7,1;1,3;141;15;62;0;564;10
21/01/2024 4:00;21;0,3;18,4;3,5;3;6,5;2,2;22;14,8;63;0;564;9
21/01/2024 5:00;15,7;0,2;20,5;3,5;2,2;5,7;0,9;63;14,8;64;0;564;7
21/01/2024 6:00;12;0,3;18,9;4,1;3,2;7,3;0,5;327;14,8;63;0;564;8
21/01/2024 7:00;9,5;0,3;16,6;4,3;4,4;8,7;0,4;281;14,6;65;0;565;7
21/01/2024 8:00;7,5;0,3;14;6,2;7,3;13,4;0,7;110;15,1;65;0;566;7
21/01/2024 9:00;13,5;0,4;17,1;7,6;7;14,6;0,5;339;15,7;63;0;566;10
21/01/2024 10:00;12;0,3;20,1;5,5;4,2;9,6;1,4;140;17,5;57;0;566;12
21/01/2024 11:00;12,4;0,3;20,5;5,7;3,4;9;2,6;354;17,8;56;0;566;7
21/01/2024 12:00;9,2;0,3;20,2;7,2;3,8;11;2,6;317;18,9;51;0;566;6
21/01/2024 13:00;6,9;0,4;18,6;8,2;4,8;13;3,8;130;18,8;52;0;565;3
21/01/2024 14:00;5;0,3;18,5;7,6;3,8;11,4;0,6;196;19,3;50;0;565;4
21/01/2024 15:00;15,5;0,3;18,5;6,3;3,8;10,1;1,3;26;19,2;49;0;564;11
21/01/2024 16:00;12,2;0,3;18;5,4;3,7;9,1;0,7;135;19;50;0;564;12
21/01/2024 17:00;14;0,3;18,1;6;4,5;10,5;0,9;204;19,6;49;0;564;14
21/01/2024 18:00;9;0,4;15,6;4,8;1,7;6,4;0,9;110;17,1;56;0;564;9
21/01/2024 19:00;6,5;0,4;13,6;0;0;0;1;345;15,7;60;0;564;0
21/01/2024 20:00;10,5;0,5;10,7;5,9;11,4;17,3;1,2;297;14,7;63;0;565;0
21/01/2024 21:00;12;0,4;14,4;7,3;8,9;16,3;1,8;177;14,4;64;0;565;12
21/01/2024 22:00;17;0,4;15,8;4,4;6,5;11;2,4;195;14,2;65;0;566;15
21/01/2024 23:00;12,3;0,4;8,8;7;13,4;20,4;0,9;155;13;70;0;566;9
45313;12;0,3;13,5;3,7;7,7;11,5;1;220;12,5;69;0;566;12
22/01/2024 1:00;10,9;0,1;17,4;3,4;4,1;7,5;1,4;251;13,3;65;0;566;10
22/01/2024 2:00;11,5;0,2;15,1;4,2;5;9,2;1,4;134;12,3;69;0;565;9
22/01/2024 3:00;11,7;0,1;18,8;3,6;1,8;5,3;2;118;12,6;65;0;565;10
22/01/2024 4:00;11;0,1;19,1;3,6;1,9;5,5;2,2;76;12,1;65;0;565;10
22/01/2024 5:00;8,8;0,2;16,3;7,1;5,3;12,4;0,3;320;11,7;65;0;565;7
22/01/2024 6:00;9,9;0,4;6,7;17,1;17;34;0,2;46;11;68;0;565;8
22/01/2024 7:00;18,5;0,9;2,8;44,5;23,5;67,9;0,5;146;11,2;65;0;565;10
22/01/2024 8:00;17,2;0,7;11,1;22,6;15,2;37,8;1,2;185;13,7;55;0;566;12
22/01/2024 9:00;16;0,3;19,1;10,8;7,8;18,5;1,8;329;16,9;40;0;566;16
22/01/2024 10:00;25,3;0,2;21,5;7,9;4,5;12,4;0,2;9;19,4;35;0;566;10
22/01/2024 11:00;18,6;0,1;22,3;6,7;3,8;10,5;0,9;256;21,1;32;0;566;8
22/01/2024 12:00;17,7;0,1;22,3;7,1;3,7;10,9;2,2;225;22,5;30;0;565;6
22/01/2024 13:00;13,1;0,1;24,3;5,1;2,2;7,3;0,8;200;23,8;26;0;565;5
22/01/2024 14:00;10,3;0,1;24,6;5,9;3,1;9;2,3;150;24;26;0;564;5
22/01/2024 15:00;8;0,1;23,8;6,4;4;10,4;1,2;340;23,9;27;0;564;6
22/01/2024 16:00;0;0,2;24;6,8;4,4;11,3;0,8;148;23;30;0;564;11
22/01/2024 17:00;10;0,2;23,2;6,1;5,4;11,6;1,4;136;21,5;35;0;564;10
22/01/2024 18:00;9,7;0,3;21,8;9,3;10,8;20,2;0,3;56;20;35;0;564;6
22/01/2024 19:00;14;0,3;21,1;5,5;12;17,6;1;352;16,7;42;0;564;14
22/01/2024 20:00;12;0,3;20,2;5,1;13,3;18,4;1,7;128;15,4;42;0;565;12
22/01/2024 21:00;14,2;0,4;14,5;8,2;20,2;28,4;1,1;72;13,9;42;0;566;9
22/01/2024 22:00;22,8;0,6;6,9;13,2;29,4;42,6;1,6;307;13,4;33;0;566;11
22/01/2024 23:00;17,3;0,5;14,4;6,9;19,5;26,3;1,8;258;12,3;38;0;566;17
45314;29,3;0,2;20,4;5,4;13,3;18,6;1,5;306;13;33;0;566;13
23/01/2024 1:00;21,4;0,2;23,6;5,1;9,2;14,4;1;351;12,4;31;0;565;8
23/01/2024 2:00;15,6;0,2;17,2;5,8;14,5;20,2;1,1;161;10,8;35;0;565;5
23/01/2024 3:00;12,2;0,3;19,5;4,3;10,7;15;1,3;148;10,2;35;0;565;8
23/01/2024 4:00;11;0,1;23,7;3,5;7,1;10,7;1;195;10,3;33;0;565;11
23/01/2024 5:00;13,5;0,2;18,8;8,3;12,3;20,5;1,6;224;10,1;33;0;565;6
23/01/2024 6:00;12;0,8;0,8;64,5;34,6;98,8;1,9;256;9,4;41;0;565;3
23/01/2024 7:00;13;1,3;1,1;99,4;39,7;139;1,1;49;10;38;0;565;13
23/01/2024 8:00;23;1;13,2;45,4;27,2;72,6;0,4;327;13,6;23;0;566;23
23/01/2024 9:00;21,9;0,5;22,9;21,4;18,9;40,2;3,4;274;18,2;15;0;566;10
23/01/2024 10:00;29,7;0,3;32,5;7,8;6;13,8;1,4;301;21,3;10;0;566;6
23/01/2024 11:00;22,9;0,2;32,7;8,1;6,7;14,9;0,8;104;22;10;0;566;0
23/01/2024 12:00;22,8;0,1;34,7;6,4;4,2;10,6;1,2;192;22,6;11;0;565;2
23/01/2024 13:00;17,6;0,1;35,4;5;3;8;0,2;274;23,5;13;0;565;6
23/01/2024 14:00;21,9;0,1;34,6;5,4;3,8;9,2;1,6;231;23,6;15;0;564;7
23/01/2024 15:00;16;0,1;34,7;5,6;3,9;9,5;0,5;320;23,9;16;0;564;5
23/01/2024 16:00;15,1;0,2;34,8;6,1;5,5;11,7;0,9;301;23,6;16;0;564;6
23/01/2024 17:00;23,9;0,2;34,2;0;0;0;0,6;249;21,9;20;0;564;11
23/01/2024 18:00;17,9;0,2;33,2;0;0;0;0,8;257;19,8;28;0;564;0
23/01/2024 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0
23/01/2024 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0
23/01/2024 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0
